,id,name,first_air_date,overview,popularity,vote_average,vote_count
1947,83135,The Twilight Zone,2019-04-01,"Tales of science fiction, fantasy and the occult, exploring humanity's hopes, despairs, prides and prejudices in metaphoric ways. Next stop ahead The Twilight Zone.",229.993,6.7,353
1948,63201,Glitch,2015-07-09,A police officer and a doctor face an emotionally charged mystery when seven local residents inexplicably return from the dead in peak physical form.,84.685,6.704,323
1949,65784,Slasher,2016-03-04,"Thirty years ago, in the sleepy community of Waterbury, a killer known as “The Executioner” murdered Sarah Bennett's parents. Now Sarah and her husband Dylan have returned to town, only to find herself the centerpiece in a series of horrifying murders centered around the seven deadly sins.",146.053,6.697,289
1950,83981,The War of the Worlds,2019-11-17,"In Edwardian England, George and his partner Amy attempt to defy society and start a life together as they face the escalating terror of an alien invasion, fighting for their lives against an enemy beyond their comprehension.",71.643,6.691,275
1951,62425,Dark Matter,2015-06-12,"The six-person crew of a derelict spaceship awakens from stasis in the farthest reaches of space. Their memories wiped clean, they have no recollection of who they are or how they got on board. The only clue to their identities is a cargo bay full of weaponry and a destination: a remote mining colony that is about to become a war zone. With no idea whose side they are on, they face a deadly decision. Will these amnesiacs turn their backs on history, or will their pasts catch up with them?",292.043,6.691,754
1952,4656,WWE Raw,1993-01-11,"A regularly scheduled, live, year-round program featuring some of the biggest WWE Superstars.",3012.928,6.7,315
1953,93826,October Faction,2020-01-23,Monster hunters Fred and Deloris Allen tangle with evil ... and family drama with their teenage twins. From the comics by Steve Niles and Damien Worm.,88.268,6.686,264
1954,88987,Helstrom,2020-10-16,Daimon and Ana Helstrom are the son and daughter of a mysterious and powerful serial killer. The siblings have a complicated dynamic as they track down the terrorizing worst of humanity — each with their attitude and skills.,79.545,6.7,202
1955,89233,Away,2020-09-04,"American astronaut Emma Green must leave her husband and teenage daughter behind to command an international space crew embarking upon a treacherous mission. A series about hope, humanity and how we need one another if we are to achieve impossible things.",116.107,6.678,312
1956,127581,4400,2021-10-25,"4400 overlooked, undervalued, or otherwise marginalized people who vanished without a trace over the last hundred years are all returned in an instant, having not aged a day and with no memory of what happened to them. As the government races to analyze the potential threat and contain the story, the 4400 themselves must grapple with the fact that they've been returned with a few ""upgrades"", and the increasing likelihood that they were all brought back now for a specific reason.",48.195,6.676,221
1957,60741,Ascension,2014-12-15,"In 1963, the U.S. government launched a covert space mission sending hundreds of men, women and children on a century-long voyage aboard the starship Ascension to populate a new world. Nearly 50 years into the journey, as they approach the point of no return, a mysterious murder of a young woman causes the ship’s population to question the true nature of their mission.",92.844,6.672,293
1958,500,Mad About You,1992-09-23,"Young, urban newlyweds Paul and Jamie Buchman try to sustain their marital bliss while sidestepping the hurdles of love in the '90s.",327.011,6.67,209
1959,111838,The Woman in the House Across the Street from the Girl in the Window,2022-01-28,"For Anna, every day is the same. She sits with her wine, staring out the window, watching life go by without her. But when a handsome neighbor moves in across the street, Anna starts to see a light at the end of the tunnel. That is until she witnesses a gruesome murder… Or did she?",114.889,6.668,399
1960,62517,Zoo,2015-06-30,"Set amidst a wave of violent animal attacks sweeping across the planet, a young renegade scientist is thrust into a race to unlock the mystery behind this pandemic before time runs out for animals and humans alike.",146.921,6.666,529
1961,104108,Reality Z,2020-06-10,"A zombie apocalypse that imprisons participants and producers of a reality show called Olimpo, The House of the Gods. The studio becomes a shelter for those who seek salvation in Rio de Janeiro where chaos and hopelessness begin to rule.",75.861,6.665,257
1962,119105,Feria: The Darkest Light,2022-01-28,Two sisters must face a new reality — and supernatural elements — when it's revealed their parents participated in a cult ritual ending in death.,49.133,6.66,216
1963,58811,Helix,2014-01-10,"Helix is an intense thriller about a team of scientists from the Centers for Disease Control who travel to a high-tech research facility in the Arctic to investigate a possible disease outbreak, only to find themselves pulled into a terrifying life-and-death struggle that holds the key to mankind's salvation...or total annihilation.",52.919,6.653,415
1964,102085,Too Hot to Handle,2020-04-17,"On the shores of paradise, gorgeous singles meet and mingle. But there’s a twist. To win a $100,000 grand prize, they’ll have to give up sex.",209.591,6.7,408
1965,63375,Bear Grylls: Escape From Hell,2013-10-07,"Bear Grylls takes his survival expertise one step further as he reveals the incredible stories of ordinary people stranded in devastatingly dire situations.

Coupled with incredible archive footage and interviews with the survivors, Bear will pit himself against the very same dangers and scenarios, reliving their journeys through first-hand experience and showing us how to survive through some of the world's most desolate landscapes.",11.879,6.6,423
1966,61463,The Affair,2014-10-12,"The Affair explores the emotional effects of an extramarital relationship between Noah Solloway and Alison Lockhart after the two meet in the resort town of Montauk in Long Island. Noah is a New York City schoolteacher with one novel published (book entitled A Person who Visits a Place) and he is struggling to write a second book. He is happily married with four children, but resents his dependence on his wealthy father-in-law. Alison is a young waitress trying to piece her life and marriage back together in the wake of the tragic death of her child. The story of the affair is told separately, complete with distinct memory biases, from the male and female perspectives.",120.341,6.6,350
1967,12225,Peppa Pig,2004-05-31,"Peppa Pig is an energetic piggy who lives with Mummy, Daddy, and little brother George. She loves to jump in mud puddles and make loud snorting noises.",212.946,6.6,696
1968,39336,The River,2012-02-07,"Wildlife expert and TV personality Emmet Cole sets course around the world with his wife, Tess, and son, Lincoln, while filming what would become one of the most popular shows in television. After he goes missing deep in the Amazon, his family, friends and crew set out on a mysterious and deadly journey to find him.",59.373,6.589,256
1969,84469,Cowboy Bebop,2021-11-19,"Long on style and perpetually short on cash, bounty hunters Spike, Jet and Faye trawl the solar system looking for jobs. But can they outrun Spike's past?",165.297,6.587,375
1970,44549,Nashville,2012-10-10,"Rayna Jaymes and Juliette Barnes face personal and professional challenges as they navigate their paths as artists and individuals. Surrounding them, and often complicating their lives, are their family, friends and, in some cases, lovers, as well as the up-and-coming performers and songwriters trying to get ahead in the business.",278.58,6.583,223
1971,70513,Salvation,2017-07-12,An MIT grad student and a tech superstar bring a low-level Pentagon official a staggering discovery that an asteroid is just six months away from colliding with Earth.,156.306,6.58,392
1972,45140,Teen Titans Go!,2013-04-23,"Robin, Starfire, Raven, Beast Boy and Cyborg return in all-new, comedic adventures. They may be super heroes who save the world every day ... but somebody still has to do the laundry!",2082.649,6.6,618
1973,60685,Dominion,2014-06-19,"Dominion is an epic supernatural drama set in the near future. Specifically, 25 years after ""The Extinction War,"" when an army of lower angels, assembled by the archangel Gabriel, waged war against mankind. The archangel Michael, turning against his own kind, chose to side with humanity. Rising out of the ashes of this long battle are newly fortified cities which protect human survivors. At the center of the series is the city of Vega, a glistening empire that has formed from the ruins of what was once Las Vegas. ",57.943,6.6,271
1974,1795,Jackass,2000-04-12,"Join sadomasochistic superheroes Johnny Knoxville, Bam Margera, and the rest of the Jackass crew as they terrorize your TV screens and everyone that gets in their way (especially themselves) with their own sick and twisted interpretation of physical entertainment.  Their brand of pranks, goofball antics, and unabashed brutal comedy are sure to bring new meaning to the phrase ""Don't Try This At Home!""",38.039,6.557,246
1975,63770,The Late Show with Stephen Colbert,2015-09-08,"Stephen Colbert brings his signature satire and comedy to The Late Show with Stephen Colbert, the #1 show in late night, where he talks with an eclectic mix of guests about what is new and relevant in the worlds of politics, entertainment, business, music, technology, and more. Featuring bandleader Jon Batiste with his band Stay Human, the Emmy Award-nominated show is broadcast from the historic Ed Sullivan Theater. Stephen Colbert, Chris Licht, Tom Purcell, and Jon Stewart are executive producers. Barry Julien and Denise Rehrig serve as co-executive producers.must watch",1039.216,6.6,265
1976,96815,"Sex, Explained",2020-01-02,"From the biology of attraction to the history of birth control, explore the ins and outs of sex in this entertaining and enlightening series.",39.653,6.5,1861
1977,39510,Touch,2012-01-25,"Martin Bohm, a widower and single father, is haunted by an inability to connect to his autistic, mute 11-year-old son, Jake. Their relationship and their lives take an extraordinary turn when he discovers his gifted son has the ability to see things that no one else can and the patterns that connect seemingly unrelated events.",137.176,6.5,281
1978,1480,Ally McBeal,1997-09-08,"Ally McBeal is a young lawyer working at the Boston law firm Cage and Fish.  Ally's lives and loves are eccentric, humorous, dramatic with an incredibly overactive imagination that's working overtime!",67.164,6.546,303
1979,62816,Quantico,2015-09-27,"A diverse group of recruits has arrived at the FBI Quantico Base for training. They are the best, the brightest and the most vetted, so it seems impossible that one of them is suspected of masterminding the biggest attack on New York City since 9/11.",167.691,6.542,647
1980,85922,Space Force,2020-05-29,A four-star general begrudgingly teams up with an eccentric scientist to get the U.S. military's newest agency — Space Force — ready for lift-off.,141.829,6.535,664
1981,62127,Marvel's Iron Fist,2017-03-17,"Danny Rand resurfaces 15 years after being presumed dead. Now, with the power of the Iron Fist, he seeks to reclaim his past and fulfill his destiny.",42.503,6.532,2394
1982,3518,Dennis the Menace,1985-09-09,"The young blond boy with a cowlick and a mischievous personality, Dennis the Menace, gets into numerous scrapes and adventures with his dog Ruff and his friends Joey, Margaret, Gina, Tommy, PeeBee and Jay.",732.429,6.532,234
1983,1739,According to Jim,2001-10-03,"According to Jim is an American sitcom television series starring Jim Belushi in the title role as a suburban father of three children. It originally ran on ABC from October 1, 2001 to June 2, 2009.",214.318,6.519,321
1984,68006,Taken,2017-02-27,"The origin story of younger, hungrier, former Green Beret Bryan Mills as he deals with a personal tragedy that shakes his world. As he fights to overcome the incident and exact revenge, Mills is pulled into a career as a deadly CIA operative, a job that awakens his very particular, and very dangerous, set of skills.",128.09,6.511,236
1985,90811,Avenue 5,2020-01-19,"40 years in the future, space captain Ryan Clark and the crew of the luxury space cruise ship Avenue 5 navigate disgruntled passengers and unexpected events after experiencing technical difficulties onboard.",86.675,6.507,338
1986,96658,Masters of the Universe: Revelation,2021-07-23,The war for Eternia begins again in what may be the final battle between He-Man and Skeletor. A new animated series from writer-director Kevin Smith.,248.804,6.5,348
1987,50628,Intelligence,2014-01-07,"A drama centered on a high-tech intelligence operative who is enhanced with a super-computer microchip in his brain, and the director of the elite government cyber-security agency who supports him.",78.029,6.473,203
1988,100444,Adult Material,2020-10-05,"Adult drama that delves inside the porn industry from the perspective of poster girl Jolene Dollar, who juggles her on-set persona with motherhood and home life.",78.607,6.5,245
1989,92782,Ms. Marvel,2022-06-08,"A great student, avid gamer, and voracious fan-fic scribe, Kamala Khan has a special affinity for superheroes, particularly Captain Marvel. However, she struggles to fit in at home and at school — that is, until she gets superpowers like the heroes she’s always looked up to. Life is easier with superpowers, right?",117.975,6.5,1147
1990,110290,Mums Make Porn,2019-03-20,"Five ordinary mums confront the impact of easy access porn on their kids and shine a light on the issues relating to young people’s attitude toward sex today. Combining focused journalism with warm and mischievous entertainment, the mums explore the world of modern pornography to produce their own 12-minute porn film.",8.925,6.447,854
1991,118642,Mr. & Mrs. Smith,2024-02-01,"Meet the Smiths: two lonely strangers, John and Jane, who have given up their lives and identities to be thrown together as partners – both in espionage and in marriage.",86.538,6.444,215
1992,1410,Revolution,2012-09-17,"One day, electricity just stopped working and the world was suddenly thrust back into the dark ages. Now, 15 years later, a young woman's life is dramatically changed when a local militia arrives and kills her father, who mysteriously—and unbeknownst to her—had something to do with the blackout. An unlikely group sets out off on a daring journey to find answers about the past in the hopes of reclaiming the future.",56.869,6.409,524
1993,3461,Dharma & Greg,1997-09-24,"Dharma & Greg is an American television sitcom that aired from September 24, 1997, to April 30, 2002.

It stars Jenna Elfman and Thomas Gibson as Dharma and Greg Montgomery, a couple who got married on their first date despite being complete opposites. The series is co-produced by Chuck Lorre Productions, More-Medavoy Productions and 4 to 6 Foot Productions in association with 20th Century Fox Television for ABC. The show's theme song was written and performed by composer Dennis C. Brown.

Created by executive producers Dottie Dartland and Chuck Lorre, the comedy took much of its inspiration from so-called culture-clash ""fish out of water"" situations. The show earned eight Golden Globe nominations, six Emmy Award nominations, and six Satellite Awards nominations. Elfman earned a Golden Globe in 1999 for Best Actress.",172.359,6.4,234
1994,18202,Cougar Town,2009-09-23,"Jules Cobb is a mom in her forties facing the often humorous challenges, pitfalls and rewards of life's next chapter. Along for the journey is her son, her ex-husband, her husband/neighbor and her friends who together make up her dysfunctional, but supportive and caring extended family... even if they have a funny way of showing it sometimes.",222.927,6.396,222
1995,1769,Johnny Test,2005-09-17,"Young Johnny is gung-ho and full of courage. Johnny's brainiac twin sisters, Susan and Mary, use Johnny as their guinea pig for their outrageous scientific experiments. If they can dream it up, Johnny will do it; as long as his genetically engineered super dog, Dukey, can come along.",426.782,6.393,210
1996,18197,The Langoliers,1995-05-14,"A jet leaves on a red-eye flight from Los Angeles to Boston. But early in the flight, ten passengers awaken to a startling realization: All of the other passengers have vanished.",35.855,6.4,533
1997,32730,The Event,2010-09-20,"The Event is an emotional, high-octane conspiracy thriller that follows Sean Walker, an everyman who investigates the mysterious disappearance of his would-be fiancée Leila, and unwittingly begins to expose the biggest cover-up in U.S. history.",88.058,6.4,204
1998,60626,From Dusk Till Dawn: The Series,2014-03-11,"The horror and crime thriller genres collide in this new original series from Robert Rodriguez, based on his cult grindhouse classic about bank-robbing brothers on the run, a lawman bent on bringing them to justice, the devout family caught in the cross-fire, and an ancient evil eager to feast on them all.",122.111,6.363,320
1999,35339,Alcatraz,2012-01-16,"A unique team, consisting of a federal agent, a police officer and a conspiracy theory novelist, investigate the shocking reappearance of Alcatraz's most notorious prisoners, fifty years after they supposedly vanished.",56.566,6.353,266
2000,204082,Squid Game: The Challenge,2023-11-22,"In this reality competition show inspired by ""Squid Game,"" 456 players put their skills to the ultimate test for a life-changing $4.56 million prize.",122.132,6.347,215
2001,2224,The Daily Show,1996-07-22,"The World's Fakest News Team tackle the biggest stories in news, politics and pop culture.",668.96,6.336,518
2002,58111,Extant,2014-07-09,An astronaut returns home from a year long solo mission in space. She tries to reconnect with her husband and son in their everyday life. Her experiences in space and home lead to events that ultimately will change the course of human history.,152.548,6.332,310
2003,1867,The Shining,1997-04-27,A new caretaker moves with his family into the mysterious Overlook Hotel for the winter.,39.89,6.311,296
2004,42282,Girls,2012-04-15,"The assorted humiliations, disasters and rare triumphs of four very different twenty-something girls: Hannah, an aspiring writer; Marnie, an art gallery assistant and cousins Jessa and Shoshanna.",76.968,6.3,359
2005,4626,Ugly Betty,2006-09-28,"Betty Suarez is smart, tough and tenacious, but also sensitive and loving. She hopes these skills will help her to get a job within the Meade Publishing Corporation. The fact that she isn’t traditionally attractive initially keeps her from getting hired by fashion bible, Mode. The magazine, however, is in flux, with power-hungry executives vying for dominance. Hoping to control the situation, the publisher gives his inexperienced son, Daniel, the position of Editor-in-Chief.  He hires Betty as Daniel’s assistant after catching him in a compromising position with his secretary on his first day on the job. After a tough start, in which Daniel tries to force Betty into quitting by treating her terribly, he realizes her worth and the two pair up to be an effective team.",191.67,6.276,223
2006,1466,Joey,2004-09-08,"The charming and still-single Joey, who has struck out on his own and moved to Hollywood, hoping to truly make it as an actor. After reuniting with his high-strung sister Gina, Joey moves in with Michael, his 20-year-old genius nephew, who unbelievably is literally a rocket scientist. However, what Joey lacks in book smarts he makes up for with people smarts – making him the best new friend his nephew could ask for.",75.918,6.282,312
2007,122226,Echo,2024-01-09,"Pursued by Wilson Fisk's criminal empire, Maya's journey brings her home and she must confront her own family and legacy.",131.211,6.256,399
2008,92783,She-Hulk: Attorney at Law,2022-08-18,"Jennifer Walters navigates the complicated life of a single, 30-something attorney who also happens to be a green 6-foot-7-inch superpowered hulk.",181.179,6.255,2084
2009,19997,The Andromeda Strain,2008-05-26,"A U.S. satellite crash-lands near a small town in Utah, unleashing a deadly plague that kills virtually everyone except two survivors, who may provide clues to immunizing the population. As the military attempts to quarantine the area, a team of highly specialized scientists is assembled to find a cure and stop the spread of the alien pathogen, code-named Andromeda.",33.255,6.243,209
2010,42878,Anger Management,2012-06-28,"Charlie is a non-traditional therapist specializing in anger management. He has a successful private practice and he performs pro bono counseling for an inmate group at a state prison. Prior to his career as a therapist, he was a major league baseball player whose career was put on the shelf for good by his own struggle with anger issues.",259.684,6.213,218
2011,79,Dora the Explorer,2000-08-14,A young girl named Dora goes on adventures with her red boot-wearing monkey named Boots.,988.233,6.206,304
2012,68315,The Mist,2017-06-22,"A small town family is torn apart by a brutal crime. As they deal with the fallout an eerie mist rolls in, suddenly cutting them off from the rest of the world, and in some cases, each other.",106.21,6.162,720
2013,79130,Another Life,2019-07-25,"After a massive alien artifact lands on Earth, Niko Breckinridge leads an interstellar mission to track down its source and make first contact.",54.61,6.1,375
2014,66789,24: Legacy,2017-02-05,"The story of  military hero Eric Carter’s return to the U.S. and the trouble that follows him back – compelling him to ask CTU for help in saving his life, and stopping what potentially could be one of the largest-scale terror attacks on American soil.",41.196,6.083,229
2015,4419,Real Time with Bill Maher,2003-02-21,"Each week Bill Maher surrounds himself with a panel of guests which include politicians, actors, comedians, musicians and the like to discuss what's going on in the world.",3694.955,6.013,200
2016,61811,CSI: Cyber,2015-03-04,"The FBI's team of Cyber Crime Investigators, headed by Special Agent Avery Ryan, works to solve cases involving the dark-net. Avery, a Special Agent in Charge and esteemed Cyber-Psychologist heads up a team, including Senior Special Agent Elijah Mundo, tasked with solving murders, cyber-theft, hacking, sex offences, and blackmail.",64.396,6.0,212
2017,37678,The Voice,2011-04-26,"The strongest vocalists from across the United states compete in a blockbusters vocal competition, the winner becomes “The Voice.” The show's innovative format features four stages of competition: the blind auditions, the battle rounds, the knockouts and, finally, the live performance shows.",170.111,6.0,200
2018,68716,Marvel's Inhumans,2017-09-29,"After the Royal Family of Inhumans is splintered by a military coup, they barely escape to Hawaii where their surprising interactions with the lush world and humanity around them may prove to not only save them, but Earth itself.",59.181,5.938,674
2019,4386,Baywatch,1989-04-23,Join the Baywatch lifeguards on their thrilling adventures filled with beautiful beaches and those iconic red swimsuits.,299.937,5.925,459
2020,59941,The Tonight Show Starring Jimmy Fallon,2014-02-17,"After Jay Leno's second retirement from the program, Jimmy Fallon stepped in as his permanent replacement. After 42 years in Los Angeles the program was brought back to New York.",635.602,5.844,310
2021,15632,The Cleveland Show,2009-09-27,The bizarre adventures of Cleveland Brown and his family.,436.735,5.8,400
2022,987,General Hospital,1963-04-01,"Families, friends, enemies and lovers experience life-changing events in the large upstate New York city of Port Charles, which has a busy hospital, upscale hotel, cozy diner and dangerous waterfront frequented by the criminal underworld.",265.319,5.7,204
2023,108296,Resident Evil,2022-07-14,"Nearly three decades after the discovery of the T-virus, an outbreak reveals the Umbrella Corporation's dark secrets. Based on the horror franchise.",44.668,5.707,509
2024,114479,The Acolyte,2024-06-04,"A hundred years before the rise of the Empire, the Jedi Order and the Galactic Republic have prospered for centuries without war. During this time, an investigation into a shocking crime spree pits a Jedi Master against a dangerous warrior from his past.",297.723,5.66,473
2025,4551,America's Got Talent,2006-06-21,"A weekly talent competition where an array of performers – from singers and dancers, to comedians and novelty acts – vie for a $1 million cash prize.",2894.12,5.65,247
2026,90755,The I-Land,2019-09-12,"Wiped clean of memories and thrown together, a group of strangers fight to survive harsh realities -- and the island that traps them.",44.538,5.546,251
2027,135251,The Idol,2023-06-04,"After a nervous breakdown derailed Jocelyn's last tour, she’s determined to claim her rightful status as the greatest and sexiest pop star in America. Her passions are reignited by Tedros, a nightclub impresario with a sordid past. Will her romantic awakening take her to glorious new heights or the deepest and darkest depths of her soul?",124.571,5.432,229
2028,130392,The D'Amelio Show,2021-09-03,"From relative obscurity and a seemingly normal life, to overnight success and thrust into the Hollywood limelight overnight, the D’Amelios are faced with new challenges and opportunities they could not have imagined.",118.726,5.0,681
2029,10160,Big Brother,2000-07-05,"American version of the reality game show which follows a group of HouseGuests living together 24 hours a day in the ""Big Brother"" house, isolated from the outside world but under constant surveillance with no privacy for three months.",409.279,5.0,225
2030,1871,EastEnders,1985-02-19,"The everyday lives of working-class residents of Albert Square, a traditional Victorian square of terrace houses surrounding a park in the East End of London's Walford borough.",363.668,4.1,203
2031,126725,Velma,2023-01-12,"Jinkies! This raucous reimagining of the Scooby-Doo franchise unravels the mysterious origins of Mystery, Inc. – as seen through the eyes of the gang’s beloved bespectacled detective Velma.",45.448,3.444,276
2032,1396,Breaking Bad,2008-01-20,"Walter White, a New Mexico chemistry teacher, is diagnosed with Stage III cancer and given a prognosis of only two years left to live. He becomes filled with a sense of fearlessness and an unrelenting desire to secure his family's financial future at any cost as he enters the dangerous world of drugs and crime.",736.122,8.913,14121
2033,209867,Frieren: Beyond Journey's End,2023-09-29,"After the party of heroes defeated the Demon King, they restored peace to the land and returned to lives of solitude. Generations pass, and the elven mage Frieren comes face to face with humanity’s mortality. She takes on a new apprentice and promises to fulfill old friends’ dying wishes. Can an elven mind make peace with the nature of life and death? Frieren embarks on her quest to find out.",291.566,8.88,263
2034,94954,Hazbin Hotel,2024-01-18,"In attempt to find a non-violent alternative for reducing Hell's overpopulation, the daughter of Lucifer opens a rehabilitation hotel that offers a group of misfit demons a chance at redemption.",225.614,8.874,1067
2035,94605,Arcane,2021-11-06,"Amid the stark discord of twin cities Piltover and Zaun, two sisters fight on rival sides of a war between magic technologies and clashing convictions.",175.956,8.751,3948
2036,246,Avatar: The Last Airbender,2005-02-21,"In a war-torn world of elemental magic, a young boy reawakens to undertake a dangerous mystic quest to fulfill his destiny as the Avatar, and bring peace to the world.",123.542,8.731,4047
2037,37854,One Piece,1999-10-20,"Years ago, the fearsome Pirate King, Gol D. Roger was executed leaving a huge pile of treasure and the famous ""One Piece"" behind. Whoever claims the ""One Piece"" will be named the new King of the Pirates.

Monkey D. Luffy, a boy who consumed a ""Devil Fruit,"" decides to follow in the footsteps of his idol, the pirate Shanks, and find the One Piece. It helps, of course, that his body has the properties of rubber and that he's surrounded by a bevy of skilled fighters and thieves to help him along the way.

Luffy will do anything to get the One Piece and become King of the Pirates!",166.813,8.719,4592
2038,31911,Fullmetal Alchemist: Brotherhood,2009-04-05,"Disregard for alchemy’s laws ripped half of Edward Elric’s limbs from his body and left his brother Alphonse’s soul clinging to a suit of armor. To restore what was lost, the brothers seek the Philosopher’s Stone. Enemies and allies – the corrupt military, the Homunculi, and foreign alchemists – will alter the Elric brothers course, but their purpose will remain unchanged and their bond unbreakable.",265.873,8.699,2008
2039,60625,Rick and Morty,2013-12-02,"Rick is a mentally-unbalanced but scientifically gifted old man who has recently reconnected with his family. He spends most of his time involving his young grandson Morty in dangerous, outlandish adventures throughout space and alternate universes. Compounded with Morty's already unstable family life, these events cause Morty much distress at home and school.",613.315,8.697,9631
2040,221851,Marry My Husband,2024-01-01,"Kang Ji-won, a terminally ill cancer patient, is killed by her husband and best friend after she witnesses them having an affair. She wakes up 10 years before the incident and decides to seek revenge with the help of Yu Ji-hyuk, a director at the company where she works. Now, she must reclaim her fate and eliminate the trash from her life.",138.707,8.687,396
2041,60059,Better Call Saul,2015-02-08,"Six years before Saul Goodman meets Walter White. We meet him when the man who will become Saul Goodman is known as Jimmy McGill, a small-time lawyer searching for his destiny, and, more immediately, hustling to make ends meet. Working alongside, and, often, against Jimmy, is “fixer” Mike Ehrmantraut. The series tracks Jimmy’s transformation into Saul Goodman, the man who puts “criminal” in “criminal lawyer"".",1030.618,8.68,5094
2042,87108,Chernobyl,2019-05-06,The true story of one of the worst man-made catastrophes in history: the catastrophic nuclear accident at Chernobyl. A tale of the brave men and women who sacrificed to save Europe from unimaginable disaster.,130.243,8.675,6188
2043,70785,Anne with an E,2017-03-19,"A coming-of-age story about an outsider who, against all odds and numerous challenges, fights for love and acceptance and for her place in the world. The series centers on a young orphaned girl in the late 1890’s, who, after an abusive childhood spent in orphanages and the homes of strangers, is mistakenly sent to live with an elderly woman and her aging brother. Over time, 13-year-old Anne will transform their lives and eventually the small town in which they live with her unique spirit, fierce intellect and brilliant imagination.",276.204,8.675,4615
2044,92685,The Owl House,2020-01-10,"An animated fantasy-comedy series that follows Luz, a self-assured teenage girl who accidentally stumbles upon a portal to a magical world where she befriends a rebellious witch, Eda, and an adorably tiny warrior, King. Despite not having magical abilities, Luz pursues her dream of becoming a witch by serving as Eda's apprentice at the Owl House and ultimately finds a new family in an unlikely setting.",581.944,8.672,1563
2045,85937,Demon Slayer: Kimetsu no Yaiba,2019-04-06,"It is the Taisho Period in Japan. Tanjiro, a kindhearted boy who sells charcoal for a living, finds his family slaughtered by a demon. To make matters worse, his younger sister Nezuko, the sole survivor, has been transformed into a demon herself. Though devastated by this grim reality, Tanjiro resolves to become a “demon slayer” so that he can turn his sister back into a human, and kill the demon that massacred his family.",143.176,8.662,6366
2046,1429,Attack on Titan,2013-04-07,"Many years ago, the last remnants of humanity were forced to retreat behind the towering walls of a fortified city to escape the massive, man-eating Titans that roamed the land outside their fortress. Only the heroic members of the Scouting Legion dared to stray beyond the safety of the walls – but even those brave warriors seldom returned alive. Those within the city clung to the illusion of a peaceful existence until the day that dream was shattered, and their slim chance at survival was reduced to one horrifying choice: kill – or be devoured!",243.071,8.658,6281
2047,42705,Fighting Spirit,2000-10-03,"Makunouchi Ippo is an ordinary high school student in Japan. Since he spends most of his time away from school helping his mother run the family business, he doesn't get to enjoy his younger years like most teenagers. Always a target for bullying at school (the family fishing business grants him a distinct odor), Ippo's life is one of hardship. One of these after-school bullying sessions turns Ippo's life around for the better, as he is saved by a boxer named Takamura. He decides to follow in Takamura's footsteps and train to become a boxer, giving his life direction and purpose. Ippo's path to perfecting his pugilistic prowess is just beginning...",304.852,8.652,1031
2048,135157,Alchemy of Souls,2022-06-18,"A powerful sorceress in a blind woman's body encounters a man from a prestigious family, who wants her help to change his destiny.",140.923,8.651,566
2049,95557,INVINCIBLE,2021-03-25,"Mark Grayson is a normal teenager except for the fact that his father is the most powerful superhero on the planet. Shortly after his seventeenth birthday, Mark begins to develop powers of his own and enters into his father’s tutelage.",197.648,8.645,4397
2050,65930,My Hero Academia,2016-04-03,A superhero-admiring boy without any powers enrolls in a prestigious hero academy and learns what it really means to be a hero.,302.946,8.643,4827
2051,62741,Kamisama Kiss,2012-10-02,"Nanami was just a normal high school girl down on her luck until a stranger’s lips marked her as the new Land God and turned her world upside down. Now, she’s figuring out the duties of a deity with the help of Tomoe, a reformed fox demon who reluctantly becomes her familiar in a contract sealed with a kiss. The new responsibilities—and boys—are a lot to handle, like the crow demon masquerading as a gorgeous pop idol and the adorable snake spirit who’s chosen the newly minted god to be his bride. As the headstrong Tomoe tries to whip her into shape, Nanami finds that love just might have cute, pointed fox ears. With romance in the air, will the human deity be able to prove herself worthy of her new title?",118.435,8.643,868
2052,42573,Slam Dunk,1993-10-16,"Sakuragi Hanamichi is a junior high punk used to getting into fights and being rejected by girls but upon entering high school he meets the girl of his dreams, Haruko Akagi. He will do anything in order to win her heart including joining the school basketball team that is aiming to conquer the nation lead by Haruko's brother. The problem is that Sakuragi has never played basketball before and a freshman sensation is stealing the spotlight and Haruko's affection from him.",153.596,8.642,879
2053,95269,Toilet-Bound Hanako-kun,2020-01-10,"First year high school student and occultist, Nene Yashiro summons ""Hanako-san of the Toilet"" to grant her romantic wishes. She ends up Hanako's spiritual assistant, helping him destroy supernatural beings and change rumors to balance the spirit and human worlds. Along the way, Nene learns about her connection to the spirit world and the dark secrets regarding Hanako's past.",57.36,8.6,711
2054,1398,The Sopranos,1999-01-10,"The story of New Jersey-based Italian-American mobster Tony Soprano and the difficulties he faces as he tries to balance the conflicting requirements of his home life and the criminal organization he heads. Those difficulties are often highlighted through his ongoing professional relationship with psychiatrist Jennifer Melfi. The show features Tony's family members and Mafia associates in prominent roles and story arcs, most notably his wife Carmela and his cousin and protégé Christopher Moltisanti.",568.619,8.639,2669
2055,68349,Weightlifting Fairy Kim Bok-joo,2016-11-16,"A competitive swimmer crosses paths with his childhood friend, a rising weight lifting star, and realizes that she has a secret crush on his cousin.",96.365,8.638,791
2056,89456,Primal,2019-10-08,A caveman forms a bond with a dinosaur as they struggle to survive in a hostile world.,115.739,8.635,1360
2057,31132,Regular Show,2010-09-06,"Two bored groundskeepers, Mordecai (a six-foot-tall blue jay) and Rigby (a hyperactive raccoon) are best friends who spend their days trying to entertain themselves by any means necessary, much to the displeasure of their boss. Their everyday pursuits often lead to things spiraling out of control and into the surreal.",2651.336,8.6,1971
